"Gene.ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.Name"
"Os05g0399300",28290.5375478974,-9.90831708336613,0.479601196805869,-20.6594919890844,8.02036244699526e-95,5.0133768290299e-92,"Cht2*"
"Os01g0868000",634.241371749156,6.65149431502112,0.322000900818607,20.656756854131,8.48770086467487e-95,5.16588277890001e-92,"ERF99"
"Os03g0821300",1784.87143476477,6.5081324523928,0.315505885470737,20.627610298561,1.55129032963739e-94,9.19954942150093e-92,"XB15"
"Os06g0666400",1994.71522891753,6.79373608383888,0.3300543816887,20.5836869944862,3.84309071860786e-94,2.18548221523882e-91,"OsVQ25"
"Os08g0137800",11995.5560817897,13.2382812699245,0.643156563230836,20.5832949965141,3.87429828886163e-94,2.18548221523882e-91,"OsUCL24"
"Os06g0192800",1214.38321092969,4.15249698092855,0.201769327456963,20.5804174165881,4.11126042801172e-94,2.26393407569179e-91,""
"Os03g0230300",11697.2664521053,5.67334123181446,0.27573467703756,20.5753635805541,4.56295932771207e-94,2.45423542630988e-91,"OsSRO1c"
"Os01g0685400",3990.00812942922,11.2968575233063,0.550820961594671,20.5091278490945,1.78465698504257e-93,9.17234372223656e-91,""
"Os02g0656500",2162.26683486073,5.64740712192778,0.275351504430129,20.5098103008942,1.75979335256808e-93,9.17234372223656e-91,"OsDjA1"
"Os10g0513900",3393.91966693787,5.513801871303,0.269751319941969,20.4403147035172,7.32652443554007e-93,3.68364906837328e-90,""
"Os05g0338900",4410.56976704096,-6.31164424631504,0.309534515526413,-20.3907607382042,2.01980861270985e-92,9.93917736058581e-90,""
"Os06g0239100",2456.82378900707,6.34643219578301,0.313813005873408,20.2236111219149,6.06750609115504e-91,2.92352668492153e-88,""
"Os05g0161500",53868.8498412241,-6.82737467943708,0.338352190198072,-20.1783079206324,1.51855993269326e-90,7.16760288231217e-88,""
"Os09g0452900",2017.68560097259,7.28773384545198,0.361813915953107,20.1422154431355,3.14929254794528e-90,1.45673676097757e-87,""
"Os07g0669650",611.685770434112,4.98195750484558,0.247372157991936,20.1395239678023,3.32516559313896e-90,1.50792999682584e-87,""
"Os01g0623500",1657.88444076791,7.52608967782019,0.373932992046874,20.1268404711311,4.29523184427757e-90,1.91038696335484e-87,""
"Os07g0281800",25008.2607300006,-5.87893977132763,0.292615254397056,-20.0910228806813,8.84216263886604e-90,3.85851957569234e-87,"AO"
